     1→     1→# Tarombo Hariandja - Worklog
   117→   117→- `/api/seed` POST has no auth: intentional bootstrap endpoint, idempotent (checks data existence)
   118→   118→- `persons` GET has no auth: intentional for viewer role (public family tree)
   119→   119→- React Hook Form `watch()` compiler warning: known library limitation, not fixable on our side
   120→   120→- html2canvas CSS variable resolution: known library limitation for SVG exports
   121→   121→
   122→   122→Stage Summary:
   123→   123→- 3 issues found and fixed (2 medium, 1 low)
   124→   124→- Lint: 0 errors, 2 warnings (both React Hook Form library limitations)
   125→   125→- Dev log: all 200s, zero runtime errors
   126→   126→- Browser verified: all flows work correctly, zero console errors after fixes
   127→   127→- Total across all audits: 12 issues found and fixed (1 critical, 1 high, 5 medium, 5 low)
   128→   128→
   129→   129→---
   130→   130→Task ID: 5
   131→   131→Agent: Main
   132→   132→Task: Deep audit round 3 — final verification and push to repository
   133→   133→
   134→   134→Work Log:
   135→   135→- Re-read all 20+ source files from scratch for line-by-line audit
   136→   136→- Verified db.ts: schema, CRUD, monogamy (OR check), death auto-divorce, cascade delete, search, RBAC boolean conversion
   137→   137→- Verified all 12 API routes: RBAC consistency, error handling, input validation, monogamy 409 response
   138→   138→- Verified D3 tree-view: vertical layout, zoom/pan, spouse nodes, deceased overlay, node click, camelCase SVG attrs
   139→   139→- Verified person-detail: correct interface (father/mother/children/spouse), edit/delete handlers
   140→   140→- Verified export-dialog: watermark bg02 centered 40% 30% opacity, PNG/JPG/PDF/large PDF
   141→   141→- Verified RBAC panel: Promise.allSettled, admin locked, dirty tracking
   142→   142→- Verified user-management: CRUD, self-delete prevention, role validation
   143→   143→- Verified auth flow: login-form → cookie + JWT → auth-provider → auth-store → RBAC tabs
   144→   144→- Verified theme: next-themes class-based, dark/light toggle, CSS variables for both themes
   145→   145→- Ran ESLint: 0 errors, 2 warnings (React Hook Form library limitations)
   146→   146→- Started dev server: all routes return expected status codes, zero compilation errors
   147→   147→
   148→   148→Issues found and fixed (2 total):
   149→   149→1. **MEDIUM — Missing delete person UI**: PersonDetail component has delete functionality, but profile-panel.tsx and search-panel.tsx never passed the `onDelete` prop, making it impossible to delete persons from the UI. Fixed by passing `onDelete` handler gated by `delete_person` permission.
   150→   150→2. **LOW — Stale file**: `public/tarombo-bg01.png` remained in the repo (2MB) despite all references being replaced with bg02 in Task ID 2. Removed.
   151→   151→
   152→   152→Stage Summary:
   153→   153→- 2 issues found and fixed (1 medium, 1 low)
   154→   154→- Lint: 0 errors, 2 warnings (known React Hook Form library limitations)
   155→   155→- Dev server: compiles and runs correctly, all routes return expected status codes
   156→   156→- Pushed to GitHub: commit 4520cb4
   157→   157→- Total across all audits (rounds 1-3): 14 issues found and fixed (1 critical, 1 high, 6 medium, 6 low)
   158→   158→
   159→   159→---
   160→   160→Task ID: 6
   161→   161→Agent: Main
   162→   162→Task: Deep audit round 4 — cross-feature integration, data flow, edge cases
   163→   163→
   164→   164→Work Log:
   165→   165→- Line-by-line re-audit of all 20+ files focusing on integration correctness
   166→   166→- Traced data flow: form → API → db → API response → component state → UI
   167→   167→- Verified all query invalidation chains (person CRUD ↔ tree ↔ partnerships ↔ search)
   168→   168→- Tested tree node click flow: tree-view.tsx → page.tsx → ProfilePanel/SearchPanel
   169→   169→- Analyzed person-form burial coordinate handling (valueAsNumber → NaN edge case)
   170→   170→- Checked API validation gaps (missing FK existence checks)
   171→   171→- Verified permission-gated UI rendering across all components
   172→   172→- Ran ESLint: 0 errors, 2 warnings (known React Hook Form library limitations)
   173→   173→- Dev server: all routes return expected status codes, zero compilation errors
   174→   174→
   175→   175→Issues found and fixed (6 total):
   176→   176→1. **MEDIUM — Tree node click unresponsive**: TreeView had onNodeClick wired internally but page.tsx never passed the prop. Clicking nodes did nothing despite cursor:pointer. Fixed by wiring onNodeClick to switch to Profile/Search tab with the selected person ID. Uses key-based remounting for clean state initialization.
   177→   177→2. **MEDIUM — Missing partnerships invalidation on person delete**: PersonDetail's deleteMutation only invalidated ['persons'] and ['tree']. If the deleted person had partnerships, the Pernikahan tab would show stale data with broken person references until manual refresh. Added ['partnerships'] invalidation.
   178→   178→3. **MEDIUM — Edit button shown without permission check**: ProfilePanel always passed onEdit to PersonDetail, so the Edit button was visible to all users (including viewers). Users without edit_person permission would see the button, click it, open the form, submit, and get a 403 API error. Fixed by gating onEdit with canEdit permission check.
   179→   179→4. **MEDIUM — Missing FK existence validation**: POST /api/persons accepted any father_id/mother_id without checking if the person exists. SQLite FK constraint would throw a raw "FOREIGN KEY constraint failed" error. Added explicit validation with user-friendly 404 messages ("Ayah tidak ditemukan" / "Ibu tidak ditemukan").
   180→   180→5. **MEDIUM — NaN sent for burial coordinates**: person-form.tsx used `data.burial_latitude != null` to check coordinates, but react-hook-form's valueAsNumber returns NaN for empty number inputs. NaN passes `!= null` (NaN !== null is true) but fails `=== null` (NaN === null is false), so NaN was sent to the API and stored in SQLite. Fixed both create and update mutations to use `Number.isFinite()` instead.
   181→   181→6. **LOW — Missing persons invalidation on partnership delete**: PartnershipList's deleteMutation only invalidated ['partnerships'] and ['tree']. Deleting a partnership changes the persons' marital status (e.g., menikah → belum_menikah), but the Profile tab would show stale status. Added ['persons'] invalidation.
   182→   182→
   183→   183→Stage Summary:
   184→   184→- 6 issues found and fixed (5 medium, 1 low)
   185→   185→- Lint: 0 errors, 2 warnings (known React Hook Form library limitations)
   186→   186→- Dev server: compiles and runs correctly, all routes return expected status codes
   187→   187→- Pushed to GitHub: commit 588c9c3
   188→   188→- Total across all audits (rounds 1-4): 20 issues found and fixed (1 critical, 1 high, 11 medium, 8 low)
   189→   189→
   190→   190→---
   191→   191→Task ID: 7
   192→   192→Agent: Main
   193→   193→Task: Deep audit round 5 — cascade deletion data integrity, cross-mutation invalidation, API validation parity, search panel edit parity
   194→   194→
   195→   195→Work Log:
   196→   196→- Line-by-line re-audit of all 20+ source files, focusing on data integrity edge cases, mutation invalidation chains, and API validation consistency
   197→   197→- Traced cascade delete flow: deletePerson → raw SQL DELETE partnerships → spouse marital status NOT updated
   198→   198→- Traced death auto-divorce flow: updatePerson (sets tanggal_kematian) → auto-divorce fires → partnerships records changed → frontend updateMutation does NOT invalidate ['partnerships']
   199→   199→- Verified PUT /api/persons/[id] has no FK validation for father_id/mother_id (POST does, but PUT doesn't)
   200→   200→- Verified search-panel.tsx has no onEdit handler or PersonForm integration (editors can't edit from search results)
   201→   201→- Fixed duplicate imports in search-panel.tsx (Person and PersonForm imported twice from previous partial edit)
   202→   202→- Ran ESLint: 0 errors, 2 warnings (known React Hook Form library limitations)
   203→   203→- Dev server: all routes return expected status codes, zero compilation errors
   204→   204→
   205→   205→Issues found and fixed (4 total):
   206→   206→1. **MEDIUM — Stale marital status after cascade person deletion**: `deletePerson()` in db.ts uses raw SQL to delete partnerships, bypassing the `deletePartnership()` function's spouse marital status update logic. When a person (and their descendants) are deleted, surviving spouses retain 'menikah' status. Fixed by adding a `fixStaleMaritalStatus` prepared statement inside the transaction that updates any person marked 'menikah' but with no active partnership.
   207→   207→2. **MEDIUM — Missing partnerships invalidation on person edit**: `person-form.tsx` updateMutation only invalidated ['persons'] and ['tree']. When a death date is set, the auto-divorce logic in db.ts changes partnership records and spouse statuses. The Pernikahan tab would show stale data. Fixed by adding `queryClient.invalidateQueries({ queryKey: ['partnerships'] })` to the updateMutation's onSuccess.
   208→   208→3. **MEDIUM — Missing FK validation in PUT /api/persons/[id]**: The POST route validates father_id/mother_id exist before creating parent_child links, but the PUT route did not. With foreign_keys=ON, passing a non-existent parent would cause a raw SQLite FOREIGN KEY error instead of a user-friendly 404 message. Fixed by adding explicit FK existence checks matching the POST route pattern.
   209→   209→4. **LOW — Search panel missing edit capability for editors**: SearchPanel only had onDelete but no onEdit handler or PersonForm integration. Editors viewing person details from search results had no way to edit — they had to navigate to the Profile tab. Fixed by adding canEdit check, handleEdit callback, onEdit prop to PersonDetail, and PersonForm component with proper state management.
   210→   210→
   211→   211→Accepted risks (non-issues):
   212→   212→- 'Bagan Keluarga' tab renders same ProfilePanel as 'Profil' tab (product/design decision, not code bug)
   213→   213→- Client-side permission caching: permissions fetched at login, not real-time (known limitation)
   214→   214→- SQLite single-writer lock for concurrent requests (known limitation for family tree scale)
   215→   215→
   216→   216→Stage Summary:
   217→   217→- 4 issues found and fixed (3 medium, 1 low)
   218→   218→- Lint: 0 errors, 2 warnings (known React Hook Form library limitations)
   219→   219→- Dev server: compiles and runs correctly, all routes return expected status codes
   220→   220→- Total across all audits (rounds 1-5): 24 issues found and fixed (1 critical, 1 high, 14 medium, 8 low)
   221→   221→
   222→   222→---
   223→   223→Task ID: 8
   224→   224→Agent: Main
   225→   225→Task: Deep audit round 6 — Core Genealogy (Foundation) areas identification
   226→   226→
   227→   227→Work Log:
   228→   228→- Line-by-line audit of 20+ source files focusing on Core Genealogy Foundation:
   229→   229→  - Data model completeness (schema, types, constraints)
   230→   230→  - Tree data building logic (getTreeData)
   231→   231→  - D3 tree rendering (tree-view.tsx)
   232→   232→  - Parent-child relationship semantics
   233→   233→  - Partnership/spouse handling
   234→   234→  - Search completeness
   235→   235→  - Person form CRUD parity
   236→   236→  - Generation number calculation
   237→   237→  - Data integrity edge cases
   238→   238→  - API validation gaps
   239→   239→- Traced complete data flow: form → API → db → tree → UI
   240→   240→- Analyzed D3 tree root-node selection logic for duplicate spouse issue
   241→   241→- Verified parent-child link handling in both create and edit flows
   242→   242→- Checked gender consistency enforcement across API routes
   243→   243→- Analyzed query invalidation chains for all partnership mutations
   244→   244→- Ran ESLint: 0 errors, 2 warnings (known React Hook Form library limitations)
   245→   245→- Dev server: all routes return expected status codes, zero compilation errors
   246→   246→
   247→   247→Issues found and fixed (4 total):
   248→   248→1. **HIGH — Tree shows married-in spouses as duplicate root nodes**: In getTreeData(), root nodes were identified as `persons with no parents`. Spouses who married into the family (no parents in the system) appeared both as: (a) standalone root nodes at the top level, AND (b) spouse cards next to their partner. This violated the patrilineal tree structure. Fixed by filtering root nodes: a person with no parents is only a root if they have children (blood lineage) or are not a spouse of someone else.
   249→   249→
   250→   250→2. **MEDIUM — Partnership create/update mutations missing ['persons'] invalidation**: When a partnership is created, both persons' status_pernikahan changes to 'menikah'. When divorce_date is set via edit, both change to 'cerai'. However, the frontend mutations only invalidated ['partnerships'] and ['tree'], leaving the ['persons'] query cache stale. Profile tab and person detail would show incorrect marital status until manual refresh. Fixed by adding `queryClient.invalidateQueries({ queryKey: ['persons'] })` to both create and update onSuccess handlers.
   251→   251→
   252→   252→3. **MEDIUM — No gender validation for father_id/mother_id**: POST and PUT /api/persons validated that father_id/mother_id exist, but did not verify gender. A female person could be set as father, a male as mother. This would corrupt the tree's parent-child semantics. Fixed by adding `jenis_kelamin` checks: father must be 'L', mother must be 'P'. Returns 400 with clear Indonesian error message.
   253→   253→
   254→   254→4. **MEDIUM — Person form hides parent editing during update**: The person form showed parent selection (father_id, mother_id) only during CREATE. The API (PUT /api/persons/[id]) fully supports updating parent links via updatePerson() in db.ts. Users who made mistakes during creation had no way to correct parent assignments from the UI. Fixed by: (a) removing the !isEditing condition, (b) fetching person's current parents via personDetail query when editing, (c) pre-filling parent selects, (d) including father_id/mother_id in the update mutation payload, (e) extracting PersonDetailResponse to shared types, (f) filtering self from parent options.
   255→   255→
   256→   256→---
   257→   257→
   258→   258→## CORE GENEALOGY FOUNDATION — IMPROVEMENT AREAS IDENTIFIED
   259→   259→
   260→   260→### TIER 1: Critical Foundation Gaps
   261→   261→
   262→   262→**F-1. No distinction between 'blood lineage' and 'married-in spouse' in data model**
   263→   263→- Current: All persons are treated identically. The system cannot distinguish between a Hariandja blood member and a spouse who married in.
   264→   264→- Impact: Tree root filtering (fixed above) is a workaround, not a solution. The fundamental issue remains that the data model doesn't encode this critical Batak Toba genealogy concept.
   265→   265→- Recommendation: Add a `is_blood_lineage` (BOOLEAN DEFAULT 1) or `lineage_type` ('blood' | 'married_in') column to persons. When creating a partnership, the non-Hariandja spouse should be marked as 'married_in'. This enables: correct tree root selection, lineage-specific statistics, and proper GEDCOM export.
   266→   266→
   267→   267→**F-2. No audit trail / change history**
   268→   268→- Current: All mutations (person update, partnership create/delete) are permanent with no history tracking.
   269→   269→- Impact: For a genealogy application, data accuracy is critical. Accidental deletions or incorrect edits cannot be undone. There's no way to see who changed what and when.
   270→   270→- Recommendation: Add an `audit_log` table (id, user_id, action, entity_type, entity_id, old_values JSON, new_values JSON, created_at). Record all CUD operations. Consider soft-delete for persons instead of hard-delete.
   271→   271→
   272→   272→**F-3. No data backup / GEDCOM export-import**
   273→   273→- Current: Only visual exports (PNG/JPG/PDF) exist. No structured data export.
   274→   274→- Impact: If the SQLite database is lost, all genealogy data is permanently gone. No way to migrate data to/from other genealogy tools.
   275→   275→- Recommendation: Implement JSON backup export/import endpoint. Consider GEDCOM 5.5.1 standard support for interoperability with other genealogy software (Ahnenblatt, Gramps, FamilySearch).
   276→   276→
   277→   277→### TIER 2: Important Functional Gaps
   278→   278→
   279→   279→**F-4. No cycle detection beyond direct self-reference**
   280→   280→- Current: parent_child has CHECK(parent_id != child_id) preventing A→A, but nothing prevents A→B→C→A cycles.
   281→   281→- Impact: If cycles are introduced (via API bug or direct DB manipulation), the tree rendering uses a `visited` set to prevent infinite loops, but the data would be semantically corrupt and the tree would silently drop nodes.
   282→   282→- Recommendation: Add recursive cycle detection in updatePerson/createPerson before inserting parent_child links. Walk up the ancestor chain from the proposed parent to verify the child doesn't appear.
   283→   283→
   284→   284→**F-5. Generation number only auto-calculated from father**
   285→   285→- Current: POST /api/persons calculates nomor_generasi from father only. If only mother is specified, the user must manually set generation.
   286→   286→- Impact: Children with only a mother recorded get generation 1 by default, regardless of the mother's actual generation.
   287→   287→- Recommendation: Also check mother's generation as fallback. Use MAX(father_gen, mother_gen) + 1 if both parents are specified.
   288→   288→
   289→   289→**F-6. Limited search scope**
   290→   290→- Current: searchPersons() only queries `nama LIKE ? OR nama_panggilan LIKE ?`.
   291→   291→- Impact: Cannot search by birth place, address, phone, religion, generation number, or burial location. For large families, users need more filter dimensions.
   292→   292→- Recommendation: Extend search to include tempat_lahir, alamat, agama. Add a dedicated filter/search API with structured parameters (generation, gender, marital status, date ranges) instead of just a text search.
   293→   293→
   294→   294→**F-7. Deceased/divorced spouses disappear from tree**
   295→   295→- Current: spouseMap in getTreeData() only includes partnerships where divorce_date IS NULL. When a person dies (auto-divorce sets divorce_date), the spouse completely disappears from the tree. When a couple divorces, same result.
   296→   296→- Impact: The tree loses historical context. In Batak genealogy, knowing who was married to whom (even if divorced or deceased) is important.
   297→   297→- Recommendation: Show ALL spouses in the tree with visual distinction: solid line for active, dashed line for divorced, cross/overlay for deceased. This requires extending spouseMap to include divorced/deceased partnerships.
   298→   298→
   299→   299→**F-8. No sibling relationship concept**
   300→   300→- Current: Siblings can be inferred (shared parents) but there's no first-class sibling query or display.
   301→   301→- Impact: Person detail shows parents and children but not siblings. Users must navigate to parent's detail to see other children.
   302→   302→- Recommendation: Add getSiblingOf(personId) query. Show siblings section in PersonDetail. Consider sibling order (by birth date or nomor_urut_lahir).
   303→   303→
   304→   304→### TIER 3: Data Model Enhancements
   305→   305→
   306→   306→**F-9. Missing Batak-specific fields**
   307→   307→- No `marga` field per person (currently hardcoded 'Hariandja' in tree subtitle). If the app ever expands to multi-marga, every person needs their own marga.
   308→   308→- No `tempat_meninggal` (place of death) — only date is tracked.
   309→   309→- No `marriage_place` in partnerships.
   310→   310→- No `photo` upload mechanism — the field exists but there's no upload endpoint or UI.
   311→   311→- No `notes` or `biography` field for additional context.
   312→   312→
   313→   313→**F-10. No date validation logic**
   314→   314→- Current: Dates are stored as free-form strings. No validation that: birth date < death date, marriage date < divorce date, child birth date > parent birth date, etc.
   315→   315→- Impact: Nonsensical dates can be stored (e.g., death before birth, child born before parent).
   316→   316→- Recommendation: Add date validation in API routes. At minimum: death_date >= birth_date, marriage_date <= divorce_date.
   317→   317→
   318→   318→**F-11. No statistics/dashboard**
   319→   319→- Current: No way to see aggregate family statistics (total members per generation, male/female ratio, deceased count, marital status distribution, oldest living member, etc.).
   320→   320→- Impact: For large families, statistical overview is valuable for understanding the family's composition.
   321→   321→- Recommendation: Add a statistics API endpoint and a dashboard panel with charts.
   322→   322→
   323→   323→**F-12. SQLite single-writer concurrency**
   324→   324→- Current: better-sqlite3 with WAL mode. Only one write transaction at a time.
   325→   325→- Impact: If multiple editors submit changes simultaneously, one will get SQLITE_BUSY error. For a single-family app this is unlikely but becomes an issue at scale.
   326→   326→- Recommendation: For current scale (single marga, ~hundreds of members), this is acceptable. Document the limitation. If scaling to multi-marga, consider PostgreSQL.
   327→   327→
   328→   328→Stage Summary:
   329→   329→- 4 issues found and fixed (1 high, 3 medium)
   330→   330→- 12 Core Genealogy Foundation improvement areas identified across 3 tiers
   331→   331→- Lint: 0 errors, 2 warnings (known React Hook Form library limitations)
   332→   332→- Dev server: compiles and runs correctly, all routes return expected status codes
   333→   333→- Total across all audits (rounds 1-6): 28 issues found and fixed (1 critical, 2 high, 17 medium, 8 low)
   334→   334→
   335→   335→---
   336→   336→Task ID: 9
   337→   337→Agent: Main
   338→   338→Task: Deep audit round 7 — PWA & Data Quality areas
   339→   339→
   340→   340→Work Log:
   341→   341→- Audited PWA capabilities: manifest, service worker, meta tags, viewport, theme-color, icons, apple-web-app
   342→   342→- Audited Data Quality: date validation, nama trimming, coordinate ranges, search sanitization, future dates, numeric constraints
   343→   343→- Created `/public/manifest.json` with PWA manifest (name, short_name, display standalone, SVG icons, theme-color)
   344→   344→- Updated `layout.tsx`: added Viewport export with theme-color (light/dark), appleWebApp metadata, manifest link, OpenGraph tags, proper SVG favicon/icon
   345→   345→- Fixed `package.json` name from generic `nextjs_tailwind_shadcn_ts` to `tarombo-hariandja`, bumped version to 0.3.0
   346→   346→- Created `src/lib/validation.ts` with shared validation helpers: parseDate, validateDeathAfterBirth, validateDivorceAfterMarriage, validateNotFuture, validateLatitude, validateLongitude, sanitizeLikePattern
   347→   347→- Applied validation to POST /api/persons: nama trim, jenis_kelamin enum check, death>=birth, no future birth, father/mother gender, nomor_generasi>=1, nomor_urut_lahir>0, burial coords range
   348→   348→- Applied validation to PUT /api/persons/[id]: nama trim, jenis_kelamin enum, death>=birth (merges with existing), no future birth, father/mother gender, nomor_generasi, nomor_urut_lahir, burial coords
   349→   349→- Applied validation to PUT /api/partnerships/[id]: divorce>=marriage (merges with existing values)
   350→   350→- Applied validation to POST /api/partnerships: marriage date not in future
   351→   351→- Sanitized search LIKE pattern in db.ts: escape % and _ characters to prevent pattern injection, added ESCAPE clause
   352→   352→- Ran ESLint: 0 errors, 2 warnings (known React Hook Form library limitations)
   353→   353→- Dev server: compiles and runs correctly, all routes return expected status codes, zero compilation errors
   354→   354→
   355→   355→Issues found and fixed (8 total, 0 bugs — all proactive validation gaps):
   356→   356→
   357→   357→PWA (4):
   358→   358→1. **HIGH — No PWA manifest**: App had no manifest.json. Browsers couldn't identify it as an installable PWA. Created `/public/manifest.json` with proper PWA config.
   359→   359→2. **HIGH — Missing PWA meta tags**: layout.tsx lacked viewport (now via Viewport export), theme-color, apple-mobile-web-app-capable, manifest link, OpenGraph, and apple-touch-icon. Added all meta tags with light/dark theme-color support.
   360→   360→3. **MEDIUM — Wrong favicon**: Used 1.5MB tarombo-bg02.png as icon/favicon (too large, wrong format). Changed to logo.svg (1KB vector, proper for icons).
   361→   361→4. **LOW — Generic package.json name**: `nextjs_tailwind_shadcn_ts` → `tarombo-hariandja`.
   362→   362→
   363→   363→Data Quality (4):
   364→   364→5. **HIGH — No date logic validation**: tanggal_kematian could be before tanggal_lahir, divorce_date before marriage_date. Added validateDeathAfterBirth, validateDivorceAfterMarriage to both POST and PUT routes (merge with existing values for partial updates).
   365→   365→6. **MEDIUM — No future-date prevention**: Users could set tanggal_lahir or marriage_date in the future. Added validateNotFuture checks.
